full_name,id,barcode,abs_type,belt_length,belt_type,car_brands,compatibility,compatible_cars,diameter,dimension,disc_size,drive_type,engine_code,engine_displacement,fuel_type,main_category,material,part_number,position,sub_category,transmission_type,width,year_from,year_to
דסקיות קדמי סוויפט מ06,,,,,,['Suzuki'],,Suzuki: Swift,,,,,,,,Brake,,,Front,Brake Discs,,,2006,
דסקיות קדמי סונטה מ20,,,,,,['Hyundai'],,Hyundai: Sonata,,,,,,,,Brake,,,Front,Brake Discs,,,2020,
דסקיות קדמי סופרב מ15,,,,,,['Skoda'],,Skoda: Superb,,,,,,,,Brake,,,Front,Brake Discs,,,2015,
דסקיות קדמי סורנטו מ15,,,,,,['Kia'],,Kia: Sorento,,,,,,,,Brake,,,Front,Brake Discs,,,2015,
דסקיות קדמי סטאריה מ21,,,,,,['Hyundai'],,Hyundai: Staria,,,,,,,,Brake,,,Front,Brake Discs,,,2021,
דסקיות קדמי סיויק מ06 ( 5 דלתות ),,,,,,['Honda'],,Honda: Civic,,,,5 door,,,,Brake,,,Front,Brake Discs,,,2006,
דסקיות קדמי סיויק מ12 + אקורד 2.0 מ09,,,,,,['Honda'],"['דסקיות קדמי סיויק מ12', 'אקורד 2.0 מ09']","Honda: Civic, Honda: Accord",,,,,,2.0 L,,Brake,,,Front,Brake Discs,,,2012,
דסקיות קדמי סיויק עד 06 ( אנגלי ),,,,,,['Honda'],,Honda: Civic,,,,,,,,Brake,,,Front,Brake Discs,,,,2006
דסקיות קדמי סינטרה מ21,,,,,,['Nissan'],,Nissan: Sentra,,,,,,,,Brake,,,Front,Brake Discs,,,2021,
דסקיות קדמי סיריון מ08 + מזדה 2 עד 14,,,,,,"['Mazda', 'Daihatsu']","['דסקיות קדמי סיריון מ08', 'מזדה 2 עד 14']","Mazda: Mazda2, Daihatsu: Sirion",,,,,,,,Brake,,,Front,Brake Discs,,,2008,2014
דסקיות קדמי סנטה פה מ07 + סורנטו מ09,,,,,,"['Kia', 'Hyundai']","['דסקיות קדמי סנטה פה מ07', 'סורנטו מ09']","Hyundai: Santa Fe, Kia: Sorento",,,,,,,,Brake,,,Front,Brake Discs,,,2007,
דסקיות קדמי סנטרה מ15 + מ08 SX4 + גוק מ10,,,,,,"['Nissan', 'Suzuki']","['דסקיות קדמי סנטרה מ15', 'מ08 SX4', 'גוק מ10']","Nissan: Juke, Nissan: Sentra, Suzuki: SX4",,,,,,,,Brake,,,Front,Brake Discs,,,2015,
דסקיות קדמי ספארק מ10,,,,,,['Chevrolet'],,Chevrolet: Spark,,,,,,,,Brake,,,Front,Brake Discs,,,2010,
דסקיות קדמי ספורטאג + טוסון מ16,,,,,,"['Kia', 'Hyundai']","['דסקיות קדמי ספורטאג', 'טוסון מ16']","Hyundai: Tucson, Kia: Sportage",,,,,,,,Brake,,,Front,Brake Discs,,,2016,
דסקיות קדמי ספורטאג + טוסון מ22,,,,,,"['Kia', 'Hyundai']","['דסקיות קדמי ספורטאג', 'טוסון מ22']","Hyundai: Tucson, Kia: Sportage",,,,,,,,Brake,,,Front,Brake Discs,,,2022,
דסקיות קדמי ספייס סטאר + אטראג,,,,,,['Mitsubishi'],"['דסקיות קדמי ספייס סטאר', 'אטראג']","Mitsubishi: Attrage, Mitsubishi: Space Star",,,,,,,,Brake,,,Front,Brake Discs,,,,
דסקיות קדמי עד 10 4 דלתות SX4,,,,,,['Suzuki'],,Suzuki: SX4,,,,4 door,,,,Brake,,,Front,Brake Discs,,,,2010
דסקיות קדמי עד 11 I30,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Brake,,,Front,Brake Discs,,,,2011
דסקיות קדמי עד 11I30,,,,,,[],,,,,,,,,,Brake,,11I30,Front,Brake Discs,,,,2011
דסקיות קדמי פיקנטו מ11,,,,,,['Kia'],,Kia: Picanto,,,,,,,,Brake,,,Front,Brake Discs,,,2011,
דסקיות קדמי פלואנס מ09,,,,,,['Renault'],,Renault: Fluence,,,,,,,,Brake,,,Front,Brake Discs,,,2009,
דסקיות קדמי קאמרי מ07,,,,,,['Toyota'],,Toyota: Camry,,,,,,,,Brake,,,Front,Brake Discs,,,2007,
דסקיות קדמי קופרה + סופרב + VRS,,,,,,"['Cupra', 'Skoda']","['דסקיות קדמי קופרה', 'סופרב', 'VRS']","Skoda: Superb, Cupra: Cupra",,,,,VRS,2.0 L,,Brake,,,Front,Brake Discs,,,,
דסקיות קדמי קורולה 03-07,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Brake,,,Front,Brake Discs,,,2003,2007
דסקיות קדמי קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Brake,,,Front,Brake Discs,,,2008,
דסקיות קדמי קורולה מ13,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Brake,,,Front,Brake Discs,,,2013,
דסקיות קדמי קורולה מ19 סיני,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Brake,,,Front,Brake Discs,,,2019,
דסקיות קדמי קורולה מ19,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Brake,,,Front,Brake Discs,,,2019,
דסקיות קדמי קורסה מ20 פיגו 2008 מ13,,,,,,"['Peugeot', 'Opel']",,"Peugeot: 2008, Opel: Corsa",,,,,,,,Brake,,,Front,Brake Discs,,,2020,
דסקיות קדמי קינג 00-06,,,,,,['Mazda'],,Mazda: Kingcab,,,,,,,,Brake,,,Front,Brake Discs,,,2000,2006
דסקיות קדמי קליאו + דאציה מ16,,,,,,['Renault'],"['דסקיות קדמי קליאו', 'דאציה מ16']",Renault: Clio,,,,,,,,Brake,,,Front,Brake Discs,,,2016,
דסקיות קדמי קליאו 13-15,,,,,,['Renault'],,Renault: Clio,,,,,,,,Brake,,,Front,Brake Discs,,,2013,2015
דסקיות קדמי קרוז 09-16,,,,,,['Chevrolet'],,Chevrolet: Cruze,,,,,,,,Brake,,,Front,Brake Discs,,,2009,2016
דסקיות קדמי קרניבל מ07 + I800,,,,,,"['Kia', 'Hyundai']","['דסקיות קדמי קרניבל מ07', 'I800']","Hyundai: i800, Kia: Carnival",,,,,,,,Brake,,,Front,Brake Discs,,,2007,
דסקיות קדמי קרפטר + ספרינטר מ07 5 טון,,,,,,"['Mercedes', 'Volkswagen']","['דסקיות קדמי קרפטר', 'ספרינטר מ07 5 טון']","Mercedes: Sprinter, Volkswagen: Crafter",,,,,,,,Brake,,,Front,Brake Discs,,,2007,
דסקיות קדמי קרפטר מ18,,,,,,['Volkswagen'],,Volkswagen: Crafter,,,,,,,,Brake,,,Front,Brake Discs,,,2018,
דסקיות קדמי קשקאי מ14,,,,,,['Nissan'],,Nissan: Qashqai,,,,,,,,Brake,,,Front,Brake Discs,,,2014,
דסקיות קדמי קשקאי מ21,,,,,,['Nissan'],,Nissan: Qashqai,,,,,,,,Brake,,,Front,Brake Discs,,,2021,
דסקיות קדמי ראב 4 מ07,,,,,,['Toyota'],,Toyota: RAV4,,,,,,,,Brake,,,Front,Brake Discs,,,2007,
דסקיות קדמי ראב 4 מ16,,,,,,['Toyota'],,Toyota: RAV4,,,,,,,,Brake,,,Front,Brake Discs,,,2016,
דסקיות קדמי רנו טרפיק מ15,,,,,,['Renault'],,Renault: Trafic,,,,,,,,Brake,,,Front,Brake Discs,,,2015,
דרם אחורי ABS גטס ללא,,,With ABS,,,['Hyundai'],,Hyundai: Getz,,,,,,,,Brake,,,Rear,Rear Brake Drum,,,,
דרם אחורי דימקס מ12,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Brake,,,Rear,Rear Brake Drum,,,2012,
דרם אחורי הנטר מ07 + טריטון מ15,,,,,,['Mitsubishi'],"['דרם אחורי הנטר מ07', 'טריטון מ15']",Mitsubishi: Hunter,,,,,,,,Brake,,,Rear,Rear Brake Drum,,,2007,
דרם אחורי ספייס סטאר + אטראג,,,,,,['Mitsubishi'],"['דרם אחורי ספייס סטאר', 'אטראג']","Mitsubishi: Attrage, Mitsubishi: Space Star",,,,,,,,Brake,,,Rear,Rear Brake Drum,,,,
הידרוליק,,,,,,[],,,,,,,,,,Steering,,,,Hydraulic Power Steering,,,,
העליים אחורי ספייס סטאר + אטראג,,,,,,['Mitsubishi'],"['העליים אחורי ספייס סטאר', 'אטראג']","Mitsubishi: Attrage, Mitsubishi: Space Star",,,,,,,,Brake,,,Rear,Brake Shoes,,,,
ז.הגה דימקס עד 11,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Steering,,,,Steering Arm,,,,2011
ז.הגה לנדקרוזר מ03,,,,,,['Toyota'],,Toyota: Land Cruiser,,,,,,,,Steering,,,,Steering Arm,,,2003,
ז.הגה לנסר מ08 + אאוטלנדר מ07,,,,,,['Mitsubishi'],"['ז.הגה לנסר מ08', 'אאוטלנדר מ07']","Mitsubishi: Lancer, Mitsubishi: Outlander",,,,,,,,Steering,,,,Steering Arm,,,2008,
ז.הגה סנטה פה מ07,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,,,Steering,,,,Steering Arm,,,2007,
ז.הגה ספורטאג + טוסון מ15,,,,,,"['Kia', 'Hyundai']","['ז.הגה ספורטאג', 'טוסון מ15']","Hyundai: Tucson, Kia: Sportage",,,,,,,,Steering,,,,Steering Arm,,,2015,
ז.מתלה אחורי ראב 4 מ07 ימין,,,,,,['Toyota'],,Toyota: RAV4,,,,,,,,Suspension,,,"Rear, Right",Suspension Arm,,,2007,
ז.מתלה אחורי ראב 4 מ07 שמאל,,,,,,['Toyota'],,Toyota: RAV4,,,,,,,,Suspension,,,"Rear, Left",Suspension Arm,,,2007,
ז.פרונט עליון ימין מ16 Q5 + Q7 ישר,,,,,,['Audi'],"['ז.פרונט עליון ימין מ16 Q5', 'Q7 ישר']","Audi: Q5, Audi: Q7",,,,,,,,Steering,,,"Right, Upper",Front Axle Control Arm,,,2016,
ז.פרונט עליון ישר ימין מ08 A4 + A5 + Q5,,,,,,['Audi'],"['ז.פרונט עליון ישר ימין מ08 A4', 'A5', 'Q5']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Steering,,,"Right, Upper",Front Axle Control Arm,,,2008,
ז.פרונט עליון ישר מ16 שמאלA5 + A4,,,,,,['Audi'],"['ז.פרונט עליון ישר מ16 שמאלA5', 'A4']",Audi: A4,,,,,,,,Steering,,,"Left, Upper",Front Axle Control Arm,,,2016,
ז.פרונט עליון ישר שמאל מ08 A4 + A5 + Q5,,,,,,['Audi'],"['ז.פרונט עליון ישר שמאל מ08 A4', 'A5', 'Q5']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Steering,,,"Left, Upper",Front Axle Control Arm,,,2008,
ז.פרונט עליון מ16 Q5 + Q7 עקום ימין,,,,,,['Audi'],"['ז.פרונט עליון מ16 Q5', 'Q7 עקום ימין']","Audi: Q5, Audi: Q7",,,,,,,,Steering,,,"Right, Upper",Front Axle Control Arm,,,2016,
ז.פרונט עליון מ16 Q5 + Q7 עקום שמאל,,,,,,['Audi'],"['ז.פרונט עליון מ16 Q5', 'Q7 עקום שמאל']","Audi: Q5, Audi: Q7",,,,,,,,Steering,,,"Left, Upper",Front Axle Control Arm,,,2016,
ז.פרונט עליון עקום ימין מ08 A4 + A5 + Q5,,,,,,['Audi'],"['ז.פרונט עליון עקום ימין מ08 A4', 'A5', 'Q5']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Steering,,,"Right, Upper",Front Axle Control Arm,,,2008,
ז.פרונט עליון עקום מ16 ימין A5 + A4,,,,,,['Audi'],"['ז.פרונט עליון עקום מ16 ימין A5', 'A4']","Audi: A4, Audi: A5",,,,,,,,Steering,,,"Right, Upper",Front Axle Control Arm,,,2016,
ז.פרונט עליון עקום מ16 שמאל A5 + A4,,,,,,['Audi'],"['ז.פרונט עליון עקום מ16 שמאל A5', 'A4']","Audi: A4, Audi: A5",,,,,,,,Steering,,,"Left, Upper",Front Axle Control Arm,,,2016,
ז.פרונט עליון עקום שמאל מ08 A4 + A5 + Q5,,,,,,['Audi'],"['ז.פרונט עליון עקום שמאל מ08 A4', 'A5', 'Q5']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Steering,,,"Left, Upper",Front Axle Control Arm,,,2008,
ז.פרונט תחתון ימין מ11 עקום A7 + A6,,,,,,['Audi'],"['ז.פרונט תחתון ימין מ11 עקום A7', 'A6']","Audi: A6, Audi: A7",,,,,,,,Steering,,,"Right, Lower",Front Axle Control Arm,,,2011,
